count,virus
3.0,u119838
3.0,u89258
3.0,u177683
3.0,u154726
3.0,u218526
3.0,u193229
3.0,u109300
3.0,u292611
3.0,u178060
3.0,u218043
3.0,u209198
3.0,u119413
3.0,u278920
3.0,u64950
3.0,u100627
3.0,u154744
3.0,u86641
3.0,u176669
3.0,u186293
3.0,u154799
3.0,u282767
3.0,u120643
3.0,u120560
3.0,u177356
3.0,u207728
3.0,u177030
3.0,u150175
3.0,u39453
3.0,u289408
3.0,u177280
3.0,u34783
3.0,u249989
3.0,u183596
3.0,u34172
3.0,u276637
3.0,u146454
3.0,u118495
3.0,u210688
3.0,u272137
3.0,u151243
3.0,u202817
3.0,u185537
3.0,u185122
3.0,u108769
3.0,u256077
3.0,u119054
3.0,u192769
3.0,u117411
3.0,u216456
3.0,u210729
3.0,u44459
3.0,u153898
3.0,u277487
3.0,u250530
2.0,u151285
2.0,u43038
2.0,u252302
2.0,u157935
2.0,u151449
2.0,u204800
2.0,u204841
2.0,u151373
2.0,u224062
2.0,u214220
2.0,u199363
2.0,u248270
2.0,u206872
2.0,u150706
2.0,u35454
2.0,u159116
2.0,u150781
2.0,u36837
2.0,u224622
2.0,u216799
2.0,u35669
2.0,u251940
2.0,u158058
2.0,u248040
2.0,u151230
2.0,u158507
2.0,u151892
2.0,u247766
2.0,u199756
2.0,u223561
2.0,u204607
2.0,u248142
2.0,u248216
2.0,u151947
2.0,u42932
2.0,u200493
2.0,u32631
2.0,u32737
2.0,u155533
2.0,u154226
2.0,u201764
2.0,u206069
2.0,u154139
2.0,u201583
2.0,u249327
2.0,u250415
2.0,u37206
2.0,u225124
2.0,u201154
2.0,u35842
2.0,u153716
2.0,u224970
2.0,u153321
2.0,u35518
2.0,u202687
2.0,u157687
2.0,u155365
2.0,u225380
2.0,u154853
2.0,u225430
2.0,u43842
2.0,u37257
2.0,u225319
2.0,u249974
2.0,u206377
2.0,u249650
2.0,u225541
2.0,u249573
2.0,u249568
2.0,u154742
2.0,u202007
2.0,u37090
2.0,u156240
2.0,u249055
2.0,u156467
2.0,u32727
2.0,u152788
2.0,u43918
2.0,u43306
2.0,u203606
2.0,u200402
2.0,u39142
2.0,u32676
2.0,u43105
2.0,u152535
2.0,u205461
2.0,u251126
2.0,u214726
2.0,u217975
2.0,u152128
2.0,u152045
2.0,u157268
2.0,u203507
2.0,u248377
2.0,u156977
2.0,u223668
2.0,u218977
2.0,u156775
2.0,u248721
2.0,u203190
2.0,u32860
2.0,u39124
2.0,u157113
2.0,u35899
2.0,u223833
2.0,u32712
2.0,u248526
2.0,u223954
2.0,u248382
2.0,u186459
2.0,u243695
2.0,u246841
2.0,u42872
2.0,u221714
2.0,u179156
2.0,u192367
2.0,u34528
2.0,u179534
2.0,u179755
2.0,u191858
2.0,u207810
2.0,u237606
2.0,u180648
2.0,u210505
2.0,u221789
2.0,u237121
2.0,u37783
2.0,u236889
2.0,u209936
2.0,u181255
2.0,u236661
2.0,u181324
2.0,u39507
2.0,u230225
2.0,u33830
2.0,u230255
2.0,u181636
2.0,u208027
2.0,u229511
2.0,u192543
2.0,u192693
2.0,u238897
2.0,u176696
2.0,u239518
2.0,u176756
2.0,u33679
2.0,u176807
2.0,u177087
2.0,u39454
2.0,u177631
2.0,u193201
2.0,u36337
2.0,u238911
2.0,u33774
2.0,u238327
2.0,u177809
2.0,u41188
2.0,u177988
2.0,u238569
2.0,u178243
2.0,u224229
2.0,u41081
2.0,u238501
2.0,u39466
2.0,u178729
2.0,u36325
2.0,u230617
2.0,u182108
2.0,u182175
2.0,u185819
2.0,u187834
2.0,u184921
2.0,u231289
2.0,u187156
2.0,u185045
2.0,u186932
2.0,u185093
2.0,u222238
2.0,u233081
2.0,u232665
2.0,u232602
2.0,u231688
2.0,u187952
2.0,u232512
2.0,u34202
2.0,u186720
2.0,u222309
2.0,u222301
2.0,u186586
2.0,u70445
2.0,u34225
2.0,u222267
2.0,u186422
2.0,u209165
2.0,u184782
2.0,u188044
2.0,u235001
2.0,u189121
2.0,u190091
2.0,u189710
2.0,u34445
2.0,u182722
2.0,u189455
2.0,u221895
2.0,u234360
2.0,u40583
2.0,u209786
2.0,u209653
2.0,u183497
2.0,u40457
2.0,u188218
2.0,u208389
2.0,u233849
2.0,u222538
2.0,u34115
2.0,u222459
2.0,u188482
2.0,u34134
2.0,u233584
2.0,u39641
2.0,u231191
2.0,u233410
2.0,u41247
2.0,u176058
2.0,u175960
2.0,u164188
2.0,u39204
2.0,u32941
2.0,u245067
2.0,u220228
2.0,u226731
2.0,u226740
2.0,u223510
2.0,u197579
2.0,u163485
2.0,u244624
2.0,u244512
2.0,u244323
2.0,u162147
2.0,u196900
2.0,u244282
2.0,u42042
2.0,u166184
2.0,u196197
2.0,u220376
2.0,u212507
2.0,u166419
2.0,u212249
2.0,u166773
2.0,u166810
2.0,u42330
2.0,u219824
2.0,u195382
2.0,u160628
2.0,u159563
2.0,u35415
2.0,u160014
2.0,u160045
2.0,u160164
2.0,u246326
2.0,u160317
2.0,u160330
2.0,u219579
2.0,u32880
2.0,u160525
2.0,u198571
2.0,u198182
2.0,u160762
2.0,u213496
2.0,u160978
2.0,u198563
2.0,u245847
2.0,u198403
2.0,u161448
2.0,u245390
2.0,u226636
2.0,u245247
2.0,u161723
2.0,u195711
2.0,u41999
2.0,u33676
2.0,u41653
2.0,u33328
2.0,u34877
2.0,u194278
2.0,u172789
2.0,u172813
2.0,u221594
2.0,u34868
2.0,u172904
2.0,u173019
2.0,u241127
2.0,u193970
2.0,u229041
2.0,u241599
2.0,u240674
2.0,u240598
2.0,u229056
2.0,u240104
2.0,u193662
2.0,u175068
2.0,u34854
2.0,u193496
2.0,u239969
2.0,u175577
2.0,u239862
2.0,u228525
2.0,u171513
2.0,u207302
2.0,u195139
2.0,u243587
2.0,u243461
2.0,u243412
2.0,u195192
2.0,u168501
2.0,u168730
2.0,u211649
2.0,u39221
2.0,u243134
2.0,u243071
2.0,u169345
2.0,u169434
2.0,u171398
2.0,u211524
2.0,u169506
2.0,u169614
2.0,u169636
2.0,u169688
2.0,u41826
2.0,u170360
2.0,u242406
2.0,u228324
2.0,u242229
2.0,u171139
2.0,u204858
2.0,u32228
2.0,u150399
2.0,u57471
2.0,u108773
2.0,u108776
2.0,u277127
2.0,u277100
2.0,u108899
2.0,u276849
2.0,u276653
2.0,u19227
2.0,u276222
2.0,u110422
2.0,u110691
2.0,u110797
2.0,u275975
2.0,u113186
2.0,u48662
2.0,u56859
2.0,u113629
2.0,u113721
2.0,u113735
2.0,u21243
2.0,u114551
2.0,u274372
2.0,u114744
2.0,u274279
2.0,u115413
2.0,u116096
2.0,u272879
2.0,u116542
2.0,u277799
2.0,u108456
2.0,u58108
2.0,u58345
2.0,u281806
2.0,u102013
2.0,u281804
2.0,u281749
2.0,u281743
2.0,u281545
2.0,u103017
2.0,u103308
2.0,u103386
2.0,u103681
2.0,u17079
2.0,u60423
2.0,u59457
2.0,u280644
2.0,u104622
2.0,u105101
2.0,u279881
2.0,u59355
2.0,u106211
2.0,u17681
2.0,u106511
2.0,u106793
2.0,u107270
2.0,u107485
2.0,u58578
2.0,u58566
2.0,u108261
2.0,u116705
2.0,u117384
2.0,u117960
2.0,u51878
2.0,u125217
2.0,u125426
2.0,u125777
2.0,u125884
2.0,u266941
2.0,u126304
2.0,u266758
2.0,u128291
2.0,u50649
2.0,u28135
2.0,u128584
2.0,u28139
2.0,u50367
2.0,u128810
2.0,u265029
2.0,u49590
2.0,u264543
2.0,u129931
2.0,u49231
2.0,u130886
2.0,u130978
2.0,u263909
2.0,u131169
2.0,u131170
2.0,u263724
2.0,u131455
2.0,u131634
2.0,u267145
2.0,u124738
2.0,u54749
2.0,u267463
2.0,u118560
2.0,u271327
2.0,u119365
2.0,u119384
2.0,u271009
2.0,u270741
2.0,u119743
2.0,u24891
2.0,u269352
2.0,u269190
2.0,u120894
2.0,u120938
2.0,u121117
2.0,u121704
2.0,u122180
2.0,u122234
2.0,u268390
2.0,u122418
2.0,u122697
2.0,u268173
2.0,u267977
2.0,u123046
2.0,u267891
2.0,u267851
2.0,u123605
2.0,u123609
2.0,u267745
2.0,u15945
2.0,u282154
2.0,u282214
2.0,u293743
2.0,u68290
2.0,u78529
2.0,u10119
2.0,u293542
2.0,u10688
2.0,u80154
2.0,u80160
2.0,u80863
2.0,u81734
2.0,u82405
2.0,u82422
2.0,u84086
2.0,u290519
2.0,u84722
2.0,u85000
2.0,u85574
2.0,u12636
2.0,u289800
2.0,u85988
2.0,u65364
2.0,u86126
2.0,u86127
2.0,u289638
2.0,u86587
2.0,u13560
2.0,u289142
2.0,u87375
2.0,u78046
2.0,u9661
2.0,u87717
2.0,u293837
2.0,u70562
2.0,u70575
2.0,u71054
2.0,u71152
2.0,u71512
2.0,u71535
2.0,u71545
2.0,u72275
2.0,u295873
2.0,u295872
2.0,u70134
2.0,u295845
2.0,u73437
2.0,u73648
2.0,u73906
2.0,u74067
2.0,u295518
2.0,u5251
2.0,u69448
2.0,u294617
2.0,u75484
2.0,u75692
2.0,u75735
2.0,u76901
2.0,u9175
2.0,u77487
2.0,u77576
2.0,u87452
2.0,u87727
2.0,u282280
2.0,u94603
2.0,u285706
2.0,u285571
2.0,u95541
2.0,u285494
2.0,u285473
2.0,u96282
2.0,u285006
2.0,u284912
2.0,u96843
2.0,u284711
2.0,u15320
2.0,u98031
2.0,u98253
2.0,u98342
2.0,u283896
2.0,u98638
2.0,u98862
2.0,u283305
2.0,u283045
2.0,u99594
2.0,u100157
2.0,u100230
2.0,u282743
2.0,u100444
2.0,u282370
2.0,u100713
2.0,u100933
2.0,u285756
2.0,u93766
2.0,u87896
2.0,u93669
2.0,u288396
2.0,u14001
2.0,u88878
2.0,u89405
2.0,u89485
2.0,u287855
2.0,u89712
2.0,u89960
2.0,u90032
2.0,u90190
2.0,u90212
2.0,u90260
2.0,u287170
2.0,u64231
2.0,u64199
2.0,u286820
2.0,u286814
2.0,u91865
2.0,u286542
2.0,u14361
2.0,u286385
2.0,u92167
2.0,u92306
2.0,u92375
2.0,u92918
2.0,u93176
2.0,u93440
2.0,u263506
2.0,u217685
2.0,u255774
2.0,u143605
2.0,u45736
2.0,u143360
2.0,u256317
2.0,u135414
2.0,u143207
2.0,u135546
2.0,u149538
2.0,u259865
2.0,u259861
2.0,u44064
2.0,u149700
2.0,u139135
2.0,u137531
2.0,u31816
2.0,u148092
2.0,u254282
2.0,u254954
2.0,u147938
2.0,u145855
2.0,u145877
2.0,u142445
2.0,u262790
2.0,u137396
2.0,u31819
2.0,u149454
2.0,u133380
2.0,u256367
2.0,u262054
2.0,u44208
2.0,u144408
2.0,u144453
2.0,u262111
2.0,u144059
2.0,u256619
2.0,u144648
2.0,u31890
2.0,u137743
2.0,u145073
2.0,u260552
2.0,u137944
2.0,u44181
2.0,u137982
2.0,u262239
2.0,u145308
2.0,u260183
2.0,u149149
2.0,u260156
2.0,u148217
2.0,u133808
2.0,u262449
2.0,u260833
2.0,u46958
2.0,u255599
2.0,u252859
2.0,u257107
2.0,u141944
2.0,u252705
2.0,u258968
2.0,u252807
2.0,u44336
2.0,u147109
2.0,u136225
2.0,u140271
2.0,u132531
2.0,u45445
2.0,u149784
2.0,u255528
2.0,u132255
2.0,u263077
2.0,u46393
2.0,u260864
2.0,u44060
2.0,u139439
2.0,u258383
2.0,u258184
2.0,u146499
2.0,u136103
2.0,u141043
2.0,u146354
1.0,u250115
1.0,u288583
1.0,u288484
1.0,u286873
1.0,u226138
1.0,u13872
1.0,u35468
1.0,u226031
1.0,u286883
1.0,u286650
1.0,u226332
1.0,u256417
1.0,u226212
1.0,u288256
1.0,u286376
1.0,u250856
1.0,u226287
1.0,u250864
1.0,u288302
1.0,u256544
1.0,u224795
1.0,u255840
1.0,u286442
1.0,u13936
1.0,u287780
1.0,u250278
1.0,u224917
1.0,u287057
1.0,u256000
1.0,u14043
1.0,u225888
1.0,u287453
1.0,u225864
1.0,u250687
1.0,u14191
1.0,u255955
1.0,u287616
1.0,u35521
1.0,u225575
1.0,u250675
1.0,u225403
1.0,u14055
1.0,u255883
1.0,u225235
1.0,u35485
1.0,u225218
1.0,u288106
1.0,u288254
1.0,u288124
1.0,u287159
1.0,u250796
1.0,u226028
1.0,u226020
1.0,u35527
1.0,u225202
1.0,u287178
1.0,u225185
1.0,u287954
1.0,u226017
1.0,u287237
1.0,u287422
1.0,u226386
1.0,u263448
1.0,u256578
1.0,u228516
1.0,u249225
1.0,u15436
1.0,u228668
1.0,u284101
1.0,u228614
1.0,u284105
1.0,u257014
1.0,u228563
1.0,u284157
1.0,u228474
1.0,u15488
1.0,u249452
1.0,u284187
1.0,u284244
1.0,u228471
1.0,u228255
1.0,u284287
1.0,u284333
1.0,u284334
1.0,u284375
1.0,u229006
1.0,u257211
1.0,u257006
1.0,u257630
1.0,u258163
1.0,u282170
1.0,u248773
1.0,u248947
1.0,u282366
1.0,u31790
1.0,u257645
1.0,u229499
1.0,u229459
1.0,u282681
1.0,u283175
1.0,u257563
1.0,u257546
1.0,u257259
1.0,u282756
1.0,u34821
1.0,u283016
1.0,u249087
1.0,u249095
1.0,u229151
1.0,u284493
1.0,u284612
1.0,u286339
1.0,u226682
1.0,u226936
1.0,u226915
1.0,u249596
1.0,u226881
1.0,u249622
1.0,u249638
1.0,u285870
1.0,u255616
1.0,u226718
1.0,u286019
1.0,u226957
1.0,u32045
1.0,u286034
1.0,u249952
1.0,u226564
1.0,u286161
1.0,u226528
1.0,u286187
1.0,u226524
1.0,u226471
1.0,u226951
1.0,u285611
1.0,u256996
1.0,u284992
1.0,u249490
1.0,u284736
1.0,u34885
1.0,u228014
1.0,u227999
1.0,u227959
1.0,u227829
1.0,u15190
1.0,u227806
1.0,u249558
1.0,u31842
1.0,u227556
1.0,u227427
1.0,u285190
1.0,u227317
1.0,u35381
1.0,u227045
1.0,u226991
1.0,u285478
1.0,u285510
1.0,u285995
1.0,u13483
1.0,u288876
1.0,u294951
1.0,u220617
1.0,u6973
1.0,u220472
1.0,u294504
1.0,u6780
1.0,u220234
1.0,u6368
1.0,u294802
1.0,u220201
1.0,u294923
1.0,u219985
1.0,u293623
1.0,u36809
1.0,u219888
1.0,u219827
1.0,u5917
1.0,u251845
1.0,u36815
1.0,u295217
1.0,u295225
1.0,u219717
1.0,u295256
1.0,u251842
1.0,u294399
1.0,u8879
1.0,u220765
1.0,u253873
1.0,u221648
1.0,u253792
1.0,u293840
1.0,u9633
1.0,u36363
1.0,u294007
1.0,u253678
1.0,u221499
1.0,u221153
1.0,u9569
1.0,u221059
1.0,u9362
1.0,u9309
1.0,u220850
1.0,u294211
1.0,u253300
1.0,u253289
1.0,u220772
1.0,u9083
1.0,u294244
1.0,u219659
1.0,u295275
1.0,u219496
1.0,u251961
1.0,u5123
1.0,u37095
1.0,u252125
1.0,u218271
1.0,u218053
1.0,u32470
1.0,u218010
1.0,u4662
1.0,u296091
1.0,u218006
1.0,u296516
1.0,u217962
1.0,u4485
1.0,u252329
1.0,u217876
1.0,u217835
1.0,u252611
1.0,u217831
1.0,u296546
1.0,u4248
1.0,u217771
1.0,u218613
1.0,u252976
1.0,u253204
1.0,u251957
1.0,u295439
1.0,u219291
1.0,u295471
1.0,u32451
1.0,u219271
1.0,u295531
1.0,u219059
1.0,u295682
1.0,u295701
1.0,u251853
1.0,u36844
1.0,u295724
1.0,u218922
1.0,u295796
1.0,u32572
1.0,u218909
1.0,u295832
1.0,u253083
1.0,u218902
1.0,u252979
1.0,u36858
1.0,u254053
1.0,u221769
1.0,u288933
1.0,u255172
1.0,u251004
1.0,u255258
1.0,u12392
1.0,u223776
1.0,u290262
1.0,u290305
1.0,u12352
1.0,u290391
1.0,u223715
1.0,u35852
1.0,u290404
1.0,u9773
1.0,u223618
1.0,u223566
1.0,u290610
1.0,u11590
1.0,u223517
1.0,u291001
1.0,u291108
1.0,u291301
1.0,u291315
1.0,u291419
1.0,u35825
1.0,u289804
1.0,u223983
1.0,u255265
1.0,u224628
1.0,u255604
1.0,u224587
1.0,u288970
1.0,u289005
1.0,u250900
1.0,u224539
1.0,u289225
1.0,u13489
1.0,u224311
1.0,u35678
1.0,u289563
1.0,u282027
1.0,u255415
1.0,u224185
1.0,u217599
1.0,u224152
1.0,u224017
1.0,u250914
1.0,u250958
1.0,u289737
1.0,u291420
1.0,u35964
1.0,u35982
1.0,u292295
1.0,u11005
1.0,u251160
1.0,u292671
1.0,u222118
1.0,u292933
1.0,u222111
1.0,u10812
1.0,u222090
1.0,u221992
1.0,u36261
1.0,u251198
1.0,u221897
1.0,u293232
1.0,u293341
1.0,u221870
1.0,u10146
1.0,u293503
1.0,u254263
1.0,u254106
1.0,u221794
1.0,u251284
1.0,u292454
1.0,u292259
1.0,u291445
1.0,u292254
1.0,u291453
1.0,u291469
1.0,u32275
1.0,u222893
1.0,u35985
1.0,u291505
1.0,u11212
1.0,u291638
1.0,u222826
1.0,u32303
1.0,u35997
1.0,u291705
1.0,u222546
1.0,u291797
1.0,u292005
1.0,u292059
1.0,u292085
1.0,u292109
1.0,u36026
1.0,u222394
1.0,u222360
1.0,u282098
1.0,u281390
1.0,u229599
1.0,u268243
1.0,u245994
1.0,u240793
1.0,u240783
1.0,u240687
1.0,u267943
1.0,u246008
1.0,u25821
1.0,u268126
1.0,u262048
1.0,u240374
1.0,u240290
1.0,u268713
1.0,u240130
1.0,u268256
1.0,u246020
1.0,u261934
1.0,u268497
1.0,u268515
1.0,u33672
1.0,u246034
1.0,u261893
1.0,u25642
1.0,u240850
1.0,u267880
1.0,u33581
1.0,u245957
1.0,u267343
1.0,u267388
1.0,u241569
1.0,u267405
1.0,u262301
1.0,u241515
1.0,u267412
1.0,u26323
1.0,u267435
1.0,u241455
1.0,u267593
1.0,u241402
1.0,u241381
1.0,u267634
1.0,u267665
1.0,u241216
1.0,u262217
1.0,u262201
1.0,u240952
1.0,u240927
1.0,u245895
1.0,u25161
1.0,u268863
1.0,u22957
1.0,u23975
1.0,u270400
1.0,u238998
1.0,u270575
1.0,u270592
1.0,u33758
1.0,u270644
1.0,u261282
1.0,u24068
1.0,u30608
1.0,u238661
1.0,u238637
1.0,u33675
1.0,u270781
1.0,u23879
1.0,u270951
1.0,u246237
1.0,u238546
1.0,u271195
1.0,u261072
1.0,u23209
1.0,u238472
1.0,u271507
1.0,u239047
1.0,u239062
1.0,u270212
1.0,u239179
1.0,u268951
1.0,u25135
1.0,u261853
1.0,u269098
1.0,u239751
1.0,u269137
1.0,u269144
1.0,u239645
1.0,u239617
1.0,u246051
1.0,u261846
1.0,u269150
1.0,u261680
1.0,u269239
1.0,u269525
1.0,u239458
1.0,u269630
1.0,u239339
1.0,u239232
1.0,u269682
1.0,u269840
1.0,u267164
1.0,u267163
1.0,u245392
1.0,u264762
1.0,u33034
1.0,u243930
1.0,u243895
1.0,u30532
1.0,u264334
1.0,u264343
1.0,u263155
1.0,u264441
1.0,u245000
1.0,u264578
1.0,u30520
1.0,u267107
1.0,u263136
1.0,u265107
1.0,u265139
1.0,u265305
1.0,u29254
1.0,u265370
1.0,u243671
1.0,u265455
1.0,u243654
1.0,u265465
1.0,u264249
1.0,u244052
1.0,u264232
1.0,u244152
1.0,u244637
1.0,u244772
1.0,u32952
1.0,u244852
1.0,u244572
1.0,u244555
1.0,u263610
1.0,u263689
1.0,u244506
1.0,u244867
1.0,u263761
1.0,u263800
1.0,u33000
1.0,u244889
1.0,u244910
1.0,u263422
1.0,u263933
1.0,u263965
1.0,u263340
1.0,u33004
1.0,u244165
1.0,u243642
1.0,u263058
1.0,u263031
1.0,u27287
1.0,u245228
1.0,u242696
1.0,u242686
1.0,u242646
1.0,u245236
1.0,u266947
1.0,u266951
1.0,u33173
1.0,u266972
1.0,u262648
1.0,u242492
1.0,u262508
1.0,u26448
1.0,u267031
1.0,u267046
1.0,u262490
1.0,u242206
1.0,u267052
1.0,u242097
1.0,u242046
1.0,u241820
1.0,u26464
1.0,u242857
1.0,u243507
1.0,u242863
1.0,u243466
1.0,u265546
1.0,u262716
1.0,u243230
1.0,u265631
1.0,u245089
1.0,u245091
1.0,u265815
1.0,u266301
1.0,u243095
1.0,u243074
1.0,u266319
1.0,u27791
1.0,u243024
1.0,u266659
1.0,u262651
1.0,u242971
1.0,u266810
1.0,u242951
1.0,u33113
1.0,u242906
1.0,u238385
1.0,u246394
1.0,u32762
1.0,u278743
1.0,u232502
1.0,u259968
1.0,u278118
1.0,u278220
1.0,u247959
1.0,u278288
1.0,u278489
1.0,u232050
1.0,u248029
1.0,u18691
1.0,u278839
1.0,u259638
1.0,u278926
1.0,u231822
1.0,u279176
1.0,u231649
1.0,u259821
1.0,u231617
1.0,u259726
1.0,u231597
1.0,u231541
1.0,u231476
1.0,u277902
1.0,u18731
1.0,u247895
1.0,u247856
1.0,u233336
1.0,u233265
1.0,u276116
1.0,u276148
1.0,u233253
1.0,u233171
1.0,u19277
1.0,u233167
1.0,u247672
1.0,u276928
1.0,u260278
1.0,u260188
1.0,u232958
1.0,u232794
1.0,u232668
1.0,u31028
1.0,u277568
1.0,u232575
1.0,u232546
1.0,u31182
1.0,u277839
1.0,u17536
1.0,u34279
1.0,u271668
1.0,u281487
1.0,u281156
1.0,u230763
1.0,u281168
1.0,u230732
1.0,u281185
1.0,u230715
1.0,u281192
1.0,u230649
1.0,u258762
1.0,u244732
1.0,u248381
1.0,u279401
1.0,u281646
1.0,u258722
1.0,u258693
1.0,u230196
1.0,u230130
1.0,u229959
1.0,u31194
1.0,u281838
1.0,u281930
1.0,u229852
1.0,u230843
1.0,u16414
1.0,u248375
1.0,u280998
1.0,u231251
1.0,u259592
1.0,u17376
1.0,u279693
1.0,u17331
1.0,u279762
1.0,u259540
1.0,u279951
1.0,u280050
1.0,u280124
1.0,u259397
1.0,u280269
1.0,u231069
1.0,u231007
1.0,u259174
1.0,u34293
1.0,u280670
1.0,u248293
1.0,u280675
1.0,u230942
1.0,u259082
1.0,u276093
1.0,u20409
1.0,u233337
1.0,u273001
1.0,u237227
1.0,u272738
1.0,u272796
1.0,u272813
1.0,u246762
1.0,u246806
1.0,u237054
1.0,u237026
1.0,u272943
1.0,u272951
1.0,u236831
1.0,u20489
1.0,u273134
1.0,u260959
1.0,u273375
1.0,u273600
1.0,u33970
1.0,u21349
1.0,u274051
1.0,u235702
1.0,u235572
1.0,u274332
1.0,u272718
1.0,u246743
1.0,u237448
1.0,u22272
1.0,u238269
1.0,u238197
1.0,u238196
1.0,u246426
1.0,u238130
1.0,u272320
1.0,u272352
1.0,u261022
1.0,u238082
1.0,u238036
1.0,u238005
1.0,u237918
1.0,u272357
1.0,u237854
1.0,u272501
1.0,u237826
1.0,u237748
1.0,u33783
1.0,u22300
1.0,u246632
1.0,u272541
1.0,u246861
1.0,u235189
1.0,u21288
1.0,u252352
1.0,u275299
1.0,u275375
1.0,u275397
1.0,u234211
1.0,u275431
1.0,u234167
1.0,u234061
1.0,u233917
1.0,u233875
1.0,u275639
1.0,u275842
1.0,u233829
1.0,u275863
1.0,u275933
1.0,u233749
1.0,u233634
1.0,u247173
1.0,u247308
1.0,u275981
1.0,u247519
1.0,u260470
1.0,u234318
1.0,u234351
1.0,u235159
1.0,u20797
1.0,u260760
1.0,u21108
1.0,u274650
1.0,u235027
1.0,u274662
1.0,u234837
1.0,u274689
1.0,u234679
1.0,u246890
1.0,u234632
1.0,u274817
1.0,u260719
1.0,u274837
1.0,u274853
1.0,u260626
1.0,u274885
1.0,u234414
1.0,u274894
1.0,u21035
1.0,u260572
1.0,u274991
1.0,u275087
1.0,u70411
1.0,u217496
1.0,u122414
1.0,u121728
1.0,u121911
1.0,u121932
1.0,u121954
1.0,u122071
1.0,u122139
1.0,u122284
1.0,u122352
1.0,u122501
1.0,u128396
1.0,u122639
1.0,u122743
1.0,u122817
1.0,u122926
1.0,u122944
1.0,u53010
1.0,u123029
1.0,u123110
1.0,u121573
1.0,u121571
1.0,u121221
1.0,u120928
1.0,u53673
1.0,u119959
1.0,u53620
1.0,u120143
1.0,u120226
1.0,u120227
1.0,u120258
1.0,u120339
1.0,u120345
1.0,u120349
1.0,u53539
1.0,u53231
1.0,u120656
1.0,u120665
1.0,u120818
1.0,u120840
1.0,u120856
1.0,u52886
1.0,u52861
1.0,u123486
1.0,u125519
1.0,u125654
1.0,u125750
1.0,u126068
1.0,u126185
1.0,u126189
1.0,u126285
1.0,u126393
1.0,u126395
1.0,u126428
1.0,u126691
1.0,u126795
1.0,u127032
1.0,u127041
1.0,u127586
1.0,u127662
1.0,u50989
1.0,u128268
1.0,u51570
1.0,u125394
1.0,u123714
1.0,u125334
1.0,u52581
1.0,u123800
1.0,u123830
1.0,u123859
1.0,u123896
1.0,u124323
1.0,u124379
1.0,u124442
1.0,u124464
1.0,u52308
1.0,u124787
1.0,u124828
1.0,u124882
1.0,u124903
1.0,u124947
1.0,u51937
1.0,u125203
1.0,u119764
1.0,u53978
1.0,u54076
1.0,u113085
1.0,u113327
1.0,u56979
1.0,u113433
1.0,u113470
1.0,u113647
1.0,u113773
1.0,u113836
1.0,u113841
1.0,u114108
1.0,u56823
1.0,u114452
1.0,u114505
1.0,u56578
1.0,u114925
1.0,u115049
1.0,u115220
1.0,u115228
1.0,u113305
1.0,u57014
1.0,u115379
1.0,u113013
1.0,u57835
1.0,u110277
1.0,u110517
1.0,u110740
1.0,u111108
1.0,u111133
1.0,u111179
1.0,u111258
1.0,u111582
1.0,u57536
1.0,u57312
1.0,u57070
1.0,u112593
1.0,u112753
1.0,u112818
1.0,u112946
1.0,u112983
1.0,u115296
1.0,u115382
1.0,u54088
1.0,u117807
1.0,u118031
1.0,u118100
1.0,u118191
1.0,u118293
1.0,u118639
1.0,u118645
1.0,u118806
1.0,u118949
1.0,u118981
1.0,u54435
1.0,u54403
1.0,u119421
1.0,u119474
1.0,u119522
1.0,u119548
1.0,u119584
1.0,u119587
1.0,u118009
1.0,u117649
1.0,u115406
1.0,u54919
1.0,u55982
1.0,u115485
1.0,u115656
1.0,u115719
1.0,u116048
1.0,u116110
1.0,u116348
1.0,u116367
1.0,u116381
1.0,u116420
1.0,u116475
1.0,u116558
1.0,u116647
1.0,u116707
1.0,u116732
1.0,u55269
1.0,u117460
1.0,u128355
1.0,u128550
1.0,u146348
1.0,u139854
1.0,u139227
1.0,u139249
1.0,u139254
1.0,u139282
1.0,u139402
1.0,u139456
1.0,u139679
1.0,u139699
1.0,u140201
1.0,u128554
1.0,u140306
1.0,u140434
1.0,u140451
1.0,u140561
1.0,u140589
1.0,u140665
1.0,u45424
1.0,u140942
1.0,u45677
1.0,u139151
1.0,u139141
1.0,u45717
1.0,u137600
1.0,u45760
1.0,u137656
1.0,u137662
1.0,u137672
1.0,u137971
1.0,u137997
1.0,u45741
1.0,u138185
1.0,u138245
1.0,u138364
1.0,u138376
1.0,u138478
1.0,u138586
1.0,u138883
1.0,u139017
1.0,u139022
1.0,u140963
1.0,u45307
1.0,u141368
1.0,u143698
1.0,u143924
1.0,u143965
1.0,u45214
1.0,u144277
1.0,u45213
1.0,u144973
1.0,u145057
1.0,u145221
1.0,u44795
1.0,u145369
1.0,u145381
1.0,u145439
1.0,u145527
1.0,u145581
1.0,u145584
1.0,u44480
1.0,u146081
1.0,u143820
1.0,u143685
1.0,u141412
1.0,u143658
1.0,u141493
1.0,u45303
1.0,u141596
1.0,u141636
1.0,u141658
1.0,u141876
1.0,u141913
1.0,u141914
1.0,u142159
1.0,u142275
1.0,u142418
1.0,u142691
1.0,u142785
1.0,u45251
1.0,u143041
1.0,u143371
1.0,u143385
1.0,u137556
1.0,u137402
1.0,u137399
1.0,u130401
1.0,u130710
1.0,u48919
1.0,u130992
1.0,u131005
1.0,u131102
1.0,u131145
